Washington Wizards,2.61,Philadelphia 76ers,1.59,Philadelphia 76ers,11.02.2024
Charlotte Hornets,4.74,Indiana Pacers,1.19,Indiana Pacers,13.02.2024
Houston Rockets,2.89,New York Knicks,1.51,Houston Rockets,13.02.2024
Milwaukee Bucks,2.07,Denver Nuggets,1.92,Milwaukee Bucks,13.02.2024
Utah Jazz,1.96,Golden State Warriors,2.03,Utah Jazz,13.02.2024
Memphis Grizzlies,4.40,New Orleans Pelicans,1.27,Memphis Grizzlies,13.02.2024
Atlanta Hawks,1.64,Chicago Bulls,2.51,Atlanta Hawks,13.02.2024
Toronto Raptors,1.33,San Antonio Spurs,3.95,Toronto Raptors,13.02.2024
Dallas Mavericks,1.12,Washington Wizards,7.10,Dallas Mavericks,13.02.2024
Cleveland Cavaliers,1.27,Philadelphia 76ers,4.35,Philadelphia 76ers,13.02.2024
VCU Rams,2.23,Dayton,1.74,VCU Rams,10.02.2024
Colorado State,1.08,San Jose State,8.20,Colorado State Rams,10.02.2024
Nevada,1.70,San Diego State,2.29,Nevada,10.02.2024
Syracuse,2.20,Clemson,1.70,draw,10.02.2024
LSU,3.10,Alabama,1.38,draw,10.02.2024
Georgetown,13.00,UConn,1.04,UConn,10.02.2024
Xavier,1.75,Creighton,2.10,Xavier,10.02.2024
George Washington,2.38,Loyola Chicago,1.60,George Washington,10.02.2024
South Carolina,1.06,Vanderbilt,9.50,South Carolina,10.02.2024
Rutgers,2.55,Wisconsin,1.53,Rutgers,10.02.2024
Michigan State,1.70,Illinois,2.20,Michigan State,10.02.2024
Butler,1.42,Providence,2.95,Butler,10.02.2024
Colorado,1.80,Arizona,2.05,Error,11.02.2024
Florida,2.05,Auburn,1.80,Florida State,10.02.2024
Utah State,1.57,Boise State,2.45,Utah State,11.02.2024
New Mexico,1.12,UNLV,6.50,draw,11.02.2024
Kentucky,1.60,Gonzaga,2.40,Kentucky,10.02.2024
Iowa State,1.35,TCU,3.30,Iowa State,10.02.2024
Louisville,1.90,Georgia Tech,1.95,Louisville,10.02.2024
Florida State,2.00,Virginia,1.85,Florida State,11.02.2024
Cincinnati,2.80,Houston,1.45,draw,10.02.2024
Oregon State,2.95,Washington,1.42,Oregon State,11.02.2024
Marquette,1.35,St. John&apos;s (N.Y.),3.30,Marquette,10.02.2024
Oregon,1.70,Washington State,2.20,Washington State Cougars,10.02.2024
Ohio State,1.65,Maryland,2.30,Maryland,10.02.2024
Texas Tech,1.28,UCF Knights,3.90,Texas Tech,10.02.2024
Kansas,1.38,Baylor,3.10,Baylor,10.02.2024
Texas,1.11,West Virginia,7.00,Texas Longhorns,10.02.2024
Utah Utes,1.14,Arizona State,5.75,Utah Utes,11.02.2024
California,1.75,UCLA,2.10,California,10.02.2024
Oklahoma,1.13,Oklahoma State,6.25,Oklahoma Sooners,11.02.2024
Nebraska,1.22,Michigan,4.33,Michigan Wolverines,10.02.2024
Missouri,2.90,Mississippi St.,1.42,draw,11.02.2024
Brigham Young,1.17,Kansas State,5.25,Brigham Young,11.02.2024
Texas A&amp;M,2.40,Tennessee,1.60,Tennessee,11.02.2024
Saint Josephs,1.15,St. Louis,5.50,Saint Joseph's,10.02.2024
Arkansas,1.85,Georgia,2.00,Arkansas,10.02.2024
Wake Forest,1.25,NC State,4.00,Wake Forest,10.02.2024
Duke,1.09,Boston College,8.00,Duke,10.02.2024
Notre Dame,2.50,Virginia Tech,1.55,draw,10.02.2024
Stanford,1.70,USC,2.20,Stanford,11.02.2024
Charleston,1.57,Drexel,2.45,Charleston,10.02.2024
Brown,1.48,Columbia,2.70,Brown,10.02.2024
St. Bonaventure,1.42,Duquesne,2.90,St. Bonaventure,10.02.2024
Richmond,1.14,La Salle,6.00,Richmond,10.02.2024
Yale,1.36,Cornell,3.20,YALE BULLDOGS,10.02.2024
Davidson,1.83,George Mason,2.00,Davidson,10.02.2024
Purdue,1.01,Indiana,15.00,Purdue,11.02.2024
Bradley,1.57,Drake,2.26,Drake,10.02.2024
Missouri State,2.92,Indiana State,1.35,Indiana State,10.02.2024
Army,1.61,Navy,2.19,draw,10.02.2024
UTSA Roadrunners,2.13,East Carolina,1.64,draw,10.02.2024
Brooklyn Nets,1.80,Golden State Warriors,2.15,Golden State Warriors,06.02.2024
Cleveland Cavaliers,1.54,Sacramento Kings,2.65,Cleveland Cavaliers,06.02.2024
Charlotte Hornets,5.10,Los Angeles Lakers,1.21,Charlotte Hornets,06.02.2024
Atlanta Hawks,2.30,Los Angeles Clippers,1.74,Atlanta Hawks,06.02.2024
New Orleans Pelicans,1.20,Toronto Raptors,5.30,New Orleans Pelicans,06.02.2024
Philadelphia 76ers,2.13,Dallas Mavericks,1.87,Philadelphia 76ers,06.02.2024
Indiana Pacers,1.66,Houston Rockets,2.04,Indiana Pacers,07.02.2024
New York Knicks,1.11,Memphis Grizzlies,5.25,New York Knicks,07.02.2024
Miami Heat,1.54,Orlando Magic,2.26,Miami Heat,07.02.2024
Chicago Bulls,2.26,Minnesota Timberwolves,1.54,Chicago Bulls,07.02.2024
Utah Jazz,2.41,Oklahoma City Thunder,1.48,Utah Jazz,07.02.2024
Phoenix Suns,1.66,Milwaukee Bucks,2.04,Phoenix Suns,07.02.2024
Brooklyn Nets,2.98,Cleveland Cavaliers,1.52,Brooklyn Nets,09.02.2024
Orlando Magic,1.15,San Antonio Spurs,5.50,Orlando Magic,09.02.2024
Indiana Pacers,1.40,Golden State Warriors,3.05,Indiana Pacers,09.02.2024
Vanderbilt,4.33,Texas A&amp;M,1.25,Vanderbilt,14.02.2024
Davidson,1.30,La Salle,3.82,Davidson,14.02.2024
San Jose State,1.63,Air Force,2.46,draw,14.02.2024
Illinois,1.08,Michigan,8.40,Illinois Fighting Illini,14.02.2024
Boston College,1.24,Louisville,4.45,Boston College,14.02.2024
Indiana State,1.04,Illinois State,11.50,Indiana State,14.02.2024
Creighton,1.02,Georgetown,13.00,Creighton,14.02.2024
Butler,2.46,Marquette,1.62,Butler,13.02.2024
Virginia,1.38,Pittsburgh,3.32,Virginia,14.02.2024
San Diego State,1.42,Colorado State,3.10,San Diego State,14.02.2024
Northern Illinois,1.25,Buffalo,4.33,draw,14.02.2024
Tennessee Tech,2.58,Tennessee State,1.57,Tennessee State,14.02.2024
Dayton,1.31,Duquesne,3.78,Dayton,14.02.2024
Providence,1.80,St. John&apos;s (N.Y.),2.15,Providence,14.02.2024
Cincinnati,1.83,Iowa State,2.10,Cincinnati,14.02.2024
Brigham Young,1.14,UCF Knights,6.15,draw,14.02.2024
Baylor,1.36,Oklahoma,3.40,draw,14.02.2024
Kentucky,1.29,Ole Miss,3.90,Kentucky,14.02.2024
Syracuse,3.72,North Carolina,1.31,Syracuse,14.02.2024
George Mason,1.23,George Washington,4.50,George Washington,14.02.2024
Florida,1.22,LSU,4.65,Florida Gators,14.02.2024
Nevada,1.83,New Mexico,2.10,draw,14.02.2024
Evansville,3.58,Drake,1.33,Drake,14.02.2024
Wisconsin,1.25,Ohio State,4.33,Wisconsin,14.02.2024
Virginia Tech,1.46,Florida State,2.94,Virginia Tech,14.02.2024
Wisc. Green Bay,1.63,Northern Kentucky,2.46,Northern Kentucky,15.02.2024
Fordham,2.48,St. Bonaventure,1.61,Fordham,15.02.2024
Fresno State,2.82,UNLV,1.49,Fresno State,15.02.2024
Colgate,1.03,Holy Cross,12.25,Colgate,15.02.2024
Bradley,1.09,Illinois (Chi.),7.80,Bradley,15.02.2024
Cleveland State,1.57,Wisc. Milwaukee,2.58,Cleveland State,15.02.2024
South Florida,1.32,Tulsa,3.70,draw,15.02.2024
Youngstown State,1.22,Robert Morris,4.70,Youngstown State,14.02.2024
Wyoming,3.72,Utah State,1.31,draw,15.02.2024
Murray State,1.58,Missouri State,2.57,Missouri State,15.02.2024
Arizona State,1.34,Oregon State,3.52,Arizona State,15.02.2024
Mercer,1.72,Wofford,2.27,Wofford,15.02.2024
Chattanooga Mocs,1.33,East Tennessee St,3.56,Chattanooga Mocs,15.02.2024
Belmont,1.66,Southern Illinois,2.38,Belmont,15.02.2024
Maryland,1.45,Iowa,2.97,Maryland,15.02.2024
Army,2.02,Boston University,1.91,Army,14.02.2024
Valparaiso,3.65,Northern Iowa,1.32,Northern Iowa,15.02.2024
Citadel,3.10,NC Greensboro,1.42,draw,15.02.2024
Arkansas,4.15,Tennessee,1.26,Tennessee,15.02.2024
Loyola Chicago,1.61,Saint Josephs,2.48,Saint Josephs,15.02.2024
Detroit,1.42,IUPUI,3.10,draw,15.02.2024
Auburn,1.15,South Carolina,5.75,Auburn,15.02.2024
Penn State,2.41,Michigan State,1.64,Michigan State,14.02.2024
Seton Hall,1.66,Xavier,2.38,Seton Hall,15.02.2024
UNC Asheville,1.19,Presbyterian,5.10,UNC Asheville,14.02.2024
Queens Royals,1.64,North Florida,2.41,North Florida,15.02.2024
Navy,2.10,American University,1.83,American University,15.02.2024
Notre Dame,1.61,Georgia Tech,2.50,draw,15.02.2024
Lafayette,1.22,Loyola Maryland,4.60,Lafayette,15.02.2024
Kennesaw State,1.47,Jacksonville,2.89,error,15.02.2024
Eastern Kentucky,1.18,Chicago State,5.30,Eastern Kentucky,15.02.2024
High Point,1.11,USC Upstate,6.85,High Point,15.02.2024
Charleston Southern,2.85,Gardner Webb,1.48,draw,15.02.2024
Furman,1.02,VMI,23.00,Furman,15.02.2024
DePaul,16.00,UConn,1.02,UConn,15.02.2024
Memphis Grizzlies,2.90,Cleveland Cavaliers,1.50,Memphis Grizzlies,02.02.2024
Utah Jazz,1.56,Philadelphia 76ers,2.69,Utah Jazz,02.02.2024
Boston Celtics,1.19,Los Angeles Lakers,6.30,Boston Celtics,02.02.2024
Indiana Pacers,1.54,Sacramento Kings,2.26,Indiana Pacers,03.02.2024
Washington Wizards,2.69,Miami Heat,1.39,Miami Heat,03.02.2024
Atlanta Hawks,2.41,Phoenix Suns,1.48,Phoenix Suns,03.02.2024
Detroit Pistons,5.63,Los Angeles Clippers,1.09,Detroit Pistons,03.02.2024
Houston Rockets,1.27,Toronto Raptors,3.27,Toronto Raptors,03.02.2024
Rider,1.75,Marist,2.22,Rider,11.02.2024
Southern Illinois,1.32,Illinois State,3.66,Illinois State,11.02.2024
Wright State,1.62,Oakland,2.46,Wright State,11.02.2024
Wofford,1.41,Citadel,3.14,draw,11.02.2024
Princeton,1.19,Penn,5.05,draw,10.02.2024
East. Washington,1.08,Idaho,8.30,George Washington,11.02.2024
Manhattan,1.51,Siena,2.76,Manhattan,11.02.2024
James Madison,1.36,Akron,3.44,Akron,10.02.2024
East Tennessee St,2.31,Furman,1.69,East Tennessee State,10.02.2024
Grand Canyon,1.09,Southern Utah,7.80,Grand Canyon,11.02.2024
UC Riverside,3.65,UC Irvine,1.32,UC Irvine,11.02.2024
Lehigh,1.70,Lafayette,2.31,Lafayette,11.02.2024
Southern Univ.,1.22,Alabama A&amp;M,4.70,Alabama A&M,10.02.2024
New Hampshire,1.55,Maine Black Bears,2.64,New Hampshire,11.02.2024
Lamar,1.46,Nicholls State,2.95,draw,11.02.2024
Miss. Valley St.,5.85,Jackson State,1.15,Jackson State,11.02.2024
Liberty,1.70,Louisiana Tech,2.30,draw,11.02.2024
Idaho State,1.55,Portland State,2.65,Idaho State,11.02.2024
Weber State,1.10,Sacramento State,7.10,Weber State,11.02.2024
Southern Indiana,2.61,Siu Edwardsville,1.56,Southern Indiana,11.02.2024
Loyola Marymount,1.38,Pepperdine,3.28,Pepperdine,11.02.2024
Hawaii,1.76,UC Davis,2.21,draw,11.02.2024
UC Santa Barbara,1.38,CS Northridge,3.32,UC Santa Barbara,11.02.2024
UTEP,1.44,New Mexico State,3.00,New Mexico State,11.02.2024
Austin Peay,1.66,Queens Royals,2.38,Austin Peay Governors,10.02.2024
Florida Gulf Coast,1.26,Bellarmine,4.20,Florida Gulf Coast,11.02.2024
Pacific,2.85,San Diego Toreros,1.48,draw,11.02.2024
Portland,12.25,St. Marys (CA),1.03,Portland Pilots,11.02.2024
LIU Sharks,3.34,Sacred Heart,1.37,LIU Sharks,11.02.2024
Seattle,1.33,Tarleton,3.60,Utah Utes,10.02.2024
Duke,1.36,Wake Forest,3.42,Duke,13.02.2024
Texas Tech,1.59,Kansas,2.53,Texas Tech,13.02.2024
Bucknell,1.78,Lehigh,2.17,Bucknell,13.02.2024
Nicholls State,2.38,Texas A&amp;M-CC,1.67,Nicholls State,13.02.2024
TCU,1.13,West Virginia,6.35,draw,13.02.2024
Northwestern St.,1.64,New Orleans,2.42,Northwestern State Demons,13.02.2024
Miss. Valley St.,4.75,Alcorn State,1.21,Alcorn State,13.02.2024
Arkansas-Pine Bluff,2.09,Jackson State,1.84,Arkansas-Pine Bluff,13.02.2024
Florida A&amp;M,2.07,Prairie View A&amp;M,1.85,Prairie View A&M,13.02.2024
Bethune-Cookman,1.76,Texas Southern,2.20,Bethune-Cookman,13.02.2024
Towson,1.16,Elon,5.50,Towson,13.02.2024
Incarnate Word,2.92,Lamar,1.46,draw,13.02.2024
Grambling St.,1.26,Alabama A&amp;M,4.25,Grambling State Tigers,13.02.2024
Orlando Magic,2.41,Oklahoma City Thunder,1.69,Oklahoma City Thunder,14.02.2024
Brooklyn Nets,4.45,Boston Celtics,1.28,Boston Celtics,14.02.2024
Los Angeles Lakers,1.21,Detroit Pistons,5.25,Los Angeles Lakers,14.02.2024
Phoenix Suns,1.61,Sacramento Kings,2.66,draw,14.02.2024
Cleveland Cavaliers,1.25,Chicago Bulls,4.75,Chicago Bulls,15.02.2024
Milwaukee Bucks,1.33,Miami Heat,3.80,draw,14.02.2024
Portland Trail Blazers,4.33,Minnesota Timberwolves,1.28,Portland Trail Blazers,14.02.2024
Toronto Raptors,2.70,Indiana Pacers,1.61,Indiana Pacers,15.02.2024
Boston Celtics,1.14,Brooklyn Nets,7.42,Boston Celtics,15.02.2024
Orlando Magic,1.84,New York Knicks,2.37,New York Knicks,15.02.2024
Philadelphia 76ers,1.62,Miami Heat,2.70,Philadelphia 76ers,15.02.2024
Charlotte Hornets,3.45,Atlanta Hawks,1.36,Charlotte Hornets,15.02.2024
UC Davis,1.32,CS Fullerton,4.00,UC Davis,09.02.2024
Southeast Missouri State,2.05,Tennessee Tech,2.00,Southeast Missouri State,09.02.2024
Siena,3.40,Marist,1.42,Siena Saints,09.02.2024
Quinnipiac,1.28,St. Peters,4.60,draw,09.02.2024
Campbell,2.35,Northeastern,1.78,Northeastern,09.02.2024
Monmouth,1.25,William &amp; Mary,4.60,Monmouth,09.02.2024
UAB,3.30,Florida Atlantic,1.42,UAB,09.02.2024
NC Wilmington,1.52,Drexel,3.00,NC Wilmington,09.02.2024
Hampton,5.30,Hofstra,1.20,Hofstra Pride,09.02.2024
Northern Kentucky,2.05,Oakland,2.00,Northern Kentucky,09.02.2024
Robert Morris,1.62,Wisc. Green Bay,2.70,draw,09.02.2024
Penn State,2.05,Iowa,1.95,draw,09.02.2024
Western Illinois,1.88,UALR,2.20,Western Illinois,09.02.2024
NC Greensboro,1.95,Samford,2.10,NC Greensboro,09.02.2024
Fairfield,1.48,Rider,3.10,Fairfield Stags,09.02.2024
St. Thomas (Minn.),1.32,Oral Roberts,4.00,Oral Roberts,09.02.2024
Weber State,1.20,Portland State,5.30,Weber State,09.02.2024
Elon,2.70,Stony Brook,1.62,draw,09.02.2024
North Dakota,1.58,Nebraska O.,2.80,North Dakota,09.02.2024
Morehead State,1.11,Siu Edwardsville,7.60,Morehead State,09.02.2024
Liberty,1.12,Middle Tenn. St.,7.30,Liberty Flames,09.02.2024
Temple,5.60,Memphis,1.18,Memphis,09.02.2024
Wright State,1.02,Detroit,14.00,Wright State,09.02.2024
Towson,1.55,Delaware,2.90,Towson,09.02.2024
Youngstown State,1.28,Wisc. Milwaukee,4.20,Youngstown State,08.02.2024
Utah Valley State,1.62,Tarleton,2.70,Tarleton,09.02.2024
Stephen F. Austin,1.04,UTRGV,12.00,Stephen F. Austin,09.02.2024
Hawaii,1.95,UC San Diego,2.10,UC San Diego,09.02.2024
Pepperdine,5.30,San Francisco,1.20,draw,09.02.2024
North Dakota St,1.50,UMKC,3.00,North Dakota State,09.02.2024
Niagara,2.35,Iona,1.78,Niagara,09.02.2024
Southern Indiana,1.52,Eastern Illinois,3.00,Southern Indiana,09.02.2024
Lindenwood,2.90,Tennessee State,1.55,Lindenwood,09.02.2024
Utah Tech,2.50,Southern Utah,1.70,Utah Utes,09.02.2024
Northern Arizona,3.60,Montana,1.38,Northern Arizona,09.02.2024
Oregon,1.28,Washington,4.40,Washington,09.02.2024
Oregon State,5.30,Washington State,1.20,Washington State,09.02.2024
Utah Utes,3.40,Arizona,1.40,Utah Utes,09.02.2024
Mount St. Mary&apos;s,1.19,Manhattan,5.60,Mount St. Mary's,09.02.2024
Northern Colorado,1.32,Montana State,4.00,Northern Colorado,09.02.2024
Jacksonville State,1.70,Sam Houston St.,2.50,draw,09.02.2024
UC Santa Barbara,2.80,UC Irvine,1.58,UC Santa Barbara,09.02.2024
California Baptist,1.62,UT Arlington,2.70,California Baptist,09.02.2024
Idaho State,1.42,Sacramento State,3.40,Idaho State,09.02.2024
Colorado,1.05,Arizona State,11.00,Colorado,09.02.2024
UC Riverside,1.42,CSU Bakersfield,3.40,UC Riverside,09.02.2024
Seattle,1.18,Abilene Christian,5.60,Seattle,09.02.2024
Austin Peay,2.35,Kennesaw State,1.78,Austin Peay,09.02.2024
Bryant University,1.38,New Hampshire,3.60,Bryant University,09.02.2024
NJIT,11.00,Vermont,1.06,Vermont,09.02.2024
Central Connecticut State,1.42,Sacred Heart,3.40,Central Connecticut State Blue Devils,09.02.2024
Fairleigh Dickinson,1.75,Wagner,2.40,Wagner,09.02.2024
South Dakota Coyotes,2.45,Denver,1.70,Denver Nuggets,09.02.2024
North Florida,1.42,North Alabama,3.40,North Alabama,09.02.2024
LIU Sharks,7.60,Merrimack Warriors,1.11,LIU Sharks,09.02.2024
Stonehill,2.60,Le Moyne,1.62,Le Moyne Dolphins,09.02.2024
Lipscomb,1.35,Queens Royals,3.60,Lipscomb Bisons,09.02.2024
Binghamton,1.65,Albany,2.60,Binghamton,08.02.2024
Charleston,1.02,N. Carolina A&amp;T,14.00,draw,09.02.2024
UMBC Retrievers,3.58,UMass Lowell,1.33,UMass Lowell,09.02.2024
Golden State Warriors,1.71,Los Angeles Clippers,2.42,Golden State Warriors,15.02.2024
Dallas Mavericks,1.14,San Antonio Spurs,7.10,Dallas Mavericks,15.02.2024
Memphis Grizzlies,2.38,Houston Rockets,1.71,Memphis Grizzlies,15.02.2024
New Orleans Pelicans,1.10,Washington Wizards,8.50,New Orleans Pelicans,15.02.2024
Denver Nuggets,1.46,Sacramento Kings,3.10,Denver Nuggets,15.02.2024
Phoenix Suns,1.11,Detroit Pistons,7.80,Phoenix Suns,15.02.2024
Utah Jazz,1.44,Los Angeles Lakers,3.18,Utah Jazz,15.02.2024
Memphis Grizzlies,5.21,Milwaukee Bucks,1.24,Milwaukee Bucks,16.02.2024
Los Angeles Clippers,1.56,Minnesota Timberwolves,2.70,Minnesota Timberwolves,13.02.2024
Hofstra,1.36,Stony Brook,3.40,Stony Brook,02.02.2024
Elon,1.72,Campbell,2.27,Campbell Scott,02.02.2024
Abilene Christian,1.78,Tarleton,2.17,Tarleton,02.02.2024
Northern Arizona,3.46,Weber State,1.35,Weber State,02.02.2024
CSU Bakersfield,2.47,Long Beach State,1.62,Long Beach State,02.02.2024
Vermont,1.16,Albany,5.55,Vermont,02.02.2024
Texas State,1.76,South Alabama,2.21,draw,02.02.2024
Northern Colorado,1.25,Idaho State,4.30,Northern Colorado,02.02.2024
Sacred Heart,1.18,Stonehill,5.30,Sacred Heart,02.02.2024
Monmouth,2.72,Drexel,1.52,Monmouth,02.02.2024
Kennesaw State,1.28,Bellarmine,3.98,Kennesaw State,02.02.2024
New Mexico State,2.93,Liberty,1.46,New Mexico State,02.02.2024
Binghamton,1.35,NJIT,3.46,Binghamton Bearcats,01.02.2024
UC San Diego,1.22,CS Northridge,4.70,UC San Diego,02.02.2024
Stephen F. Austin,1.39,Utah Valley State,3.28,Stephen F. Austin,02.02.2024
Tennessee Tech,1.74,Southern Indiana,2.23,Southern Indiana,02.02.2024
Towson,1.36,Northeastern,3.44,Towson,02.02.2024
Queens Royals,3.04,Eastern Kentucky,1.43,Eastern Kentucky,02.02.2024
Wright State,1.67,Youngstown State,2.36,Wright State,02.02.2024
Georgia Southern,2.85,Troy,1.48,draw,02.02.2024
CS Fullerton,1.82,Hawaii,2.12,Hawaii,02.02.2024
Arizona,1.03,California,11.75,Arizona Wildcats,02.02.2024
Central Arkansas,2.25,Florida Gulf Coast,1.73,Central Arkansas,02.02.2024
Lindenwood,2.61,Western Illinois,1.56,Lindenwood,02.02.2024
Grand Canyon,1.25,Seattle,4.35,Grand Canyon,02.02.2024
Utah Tech,1.50,UTRGV,2.80,Utah Utes,02.02.2024
James Madison,1.02,Coastal Carolina,13.00,Coastal Carolina,02.02.2024
Siu Edwardsville,1.67,UALR,2.36,draw,02.02.2024
Cal Poly,6.90,UC Irvine,1.11,draw,02.02.2024
Wagner,1.71,Le Moyne,2.29,Le Moyne Dolphins,02.02.2024
UTEP,1.58,Jacksonville State,2.57,Jacksonville State Gamecocks,02.02.2024
UCLA,1.21,Oregon State,4.90,UCLA,02.02.2024
UC Santa Barbara,1.56,UC Davis,2.61,UC Santa Barbara,02.02.2024
Oakland,1.24,Robert Morris,4.40,Oakland,02.02.2024
San Francisco,1.03,San Diego Toreros,12.00,draw,02.02.2024
Montana,1.10,Idaho,7.30,draw,02.02.2024
UMass Lowell,1.28,Maine Black Bears,4.05,UMass Lowell,01.02.2024
Tennessee State,2.56,Morehead State,1.58,Tennessee State,02.02.2024
Nebraska O.,2.17,St. Thomas (Minn.),1.78,St. Thomas (Minn.),02.02.2024
William &amp; Mary,2.75,Delaware,1.51,Towson,02.02.2024
Arizona State,1.92,Stanford,1.99,Arizona State,02.02.2024
Central Connecticut State,1.11,St. Francis (PA),6.75,Central Connecticut State Blue Devils,02.02.2024
UMKC,1.76,Denver,2.20,Denver Pioneers,02.02.2024
North Alabama,1.90,Stetson,2.02,Stetson,02.02.2024
IPFW,1.61,Wisc. Milwaukee,2.47,draw,02.02.2024
High Point,1.42,Longwood,3.12,High Point,02.02.2024
Charleston,1.55,NC Wilmington,2.65,draw,02.02.2024
Wisc. Green Bay,1.13,IUPUI,6.35,IUPUI,01.02.2024
Montana State,2.51,East. Washington,1.60,Montana State,02.02.2024
SMU Mustangs,1.28,Tulane,3.98,Tulane,02.02.2024
N. Carolina A&amp;T,1.50,Hampton,2.79,N. Carolina A&T,02.02.2024
Bryant University,1.16,UMBC Retrievers,5.55,UMBC Retrievers,02.02.2024
Fairleigh Dickinson,1.29,LIU Sharks,3.88,Fairleigh Dickinson Knights,02.02.2024
Eastern Illinois,2.03,UT Martin,1.89,Eastern Illinois,02.02.2024
Nebraska,1.94,Wisconsin,1.98,Wisconsin,02.02.2024
Western Kentucky,1.52,Sam Houston St.,2.74,Sam Houston State,02.02.2024
Detroit,3.58,Cleveland State,1.33,Detroit,02.02.2024
Southern Utah,1.85,UT Arlington,2.07,Southern Utah,02.02.2024
Philadelphia 76ers,2.44,Atlanta Hawks,1.67,Philadelphia 76ers,10.02.2024
Toronto Raptors,1.78,Houston Rockets,2.23,Toronto Raptors,10.02.2024
Sacramento Kings,1.78,Denver Nuggets,2.29,Denver Nuggets,10.02.2024
Los Angeles Lakers,2.68,New Orleans Pelicans,1.58,Los Angeles Lakers,10.02.2024
Dallas Mavericks,2.30,Oklahoma City Thunder,1.88,Dallas Mavericks,10.02.2024
Los Angeles Clippers,1.08,Detroit Pistons,11.00,Detroit Pistons,10.02.2024
Portland Trail Blazers,1.50,Detroit Pistons,3.00,Portland Trail Blazers,09.02.2024
Phoenix Suns,1.45,Utah Jazz,3.20,Phoenix Suns,09.02.2024
Los Angeles Lakers,2.50,Denver Nuggets,1.68,Los Angeles Lakers,09.02.2024
Slask Wroclaw,3.10,Turk Telekom,1.48,Slask Wroclaw,06.02.2024
JL Bourg,1.72,Ulm,2.45,Ulm,06.02.2024
VMI,8.10,Chattanooga Mocs,1.08,Chattanooga Mocs,08.02.2024
